,fpath,size,date_created,date_modified
85,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171126_141322.jpg,1633852.0,Wed Jan 17 15:42:03 2018,Sun Nov 26 09:43:22 2017
86,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171126_152502.jpg,2184463.0,Wed Jan 17 15:42:03 2018,Sun Nov 26 10:55:02 2017
87,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171128_133341.jpg,1893012.0,Wed Jan 17 15:42:03 2018,Tue Nov 28 09:03:41 2017
88,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171201_144955.jpg,2948030.0,Wed Jan 17 15:42:04 2018,Fri Dec 01 10:19:55 2017
89,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171204_130051.jpg,2518728.0,Wed Jan 17 15:42:04 2018,Mon Dec 04 08:30:51 2017
90,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_145513.jpg,1953629.0,Wed Jan 17 15:42:04 2018,Tue Dec 12 10:25:13 2017
91,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_145746.jpg,1455165.0,Wed Jan 17 15:42:04 2018,Tue Dec 12 10:27:46 2017
92,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_145823.jpg,1264557.0,Wed Jan 17 15:42:05 2018,Tue Dec 12 10:28:23 2017
93,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_154507.jpg,1905964.0,Wed Jan 17 15:42:05 2018,Tue Dec 12 11:15:07 2017
94,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_154551.jpg,1891576.0,Wed Jan 17 15:42:05 2018,Tue Dec 12 11:15:51 2017
95,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_154624.jpg,1596866.0,Wed Jan 17 15:42:05 2018,Tue Dec 12 11:16:24 2017
96,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171212_154655.jpg,1437978.0,Wed Jan 17 15:42:05 2018,Tue Dec 12 11:16:55 2017
97,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171213_010240.jpg,2054493.0,Wed Jan 17 15:42:06 2018,Tue Dec 12 20:32:40 2017
98,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171213_010247.jpg,1977820.0,Wed Jan 17 15:42:06 2018,Tue Dec 12 20:32:47 2017
99,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171213_010346.jpg,1069091.0,Wed Jan 17 15:42:06 2018,Tue Dec 12 20:33:46 2017
100,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171218_223201.jpg,1764490.0,Wed Jan 17 15:42:06 2018,Mon Dec 18 18:02:01 2017
101,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171218_223230.jpg,1815029.0,Wed Jan 17 15:42:06 2018,Mon Dec 18 18:02:30 2017
102,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171219_080918.jpg,1832690.0,Wed Jan 17 15:42:07 2018,Tue Dec 19 03:39:18 2017
103,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171228_001032.jpg,1839804.0,Wed Jan 17 15:42:07 2018,Wed Dec 27 19:40:32 2017
104,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171228_001216.jpg,1967248.0,Wed Jan 17 15:42:07 2018,Wed Dec 27 19:42:16 2017
105,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171231_012246.jpg,1655821.0,Wed Jan 17 15:42:07 2018,Sat Dec 30 20:52:47 2017
106,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171231_012303.jpg,1533547.0,Wed Jan 17 15:42:07 2018,Sat Dec 30 20:53:03 2017
107,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20180101_193306.jpg,1181702.0,Wed Jan 17 15:42:08 2018,Mon Jan 01 15:03:06 2018
108,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20180108_131215.jpg,1616362.0,Wed Jan 17 15:42:08 2018,Mon Jan 08 08:42:15 2018
109,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20180108_164426.jpg,1700003.0,Wed Jan 17 15:42:08 2018,Mon Jan 08 12:14:26 2018
